<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;D;210331;000000;294;294.42;290.26;291.02;46972400
SBER;D;210401;000000;292;294.72;288.43;290.24;51532880
SBER;D;210402;000000;290.81;292.4;289.14;291.7;19262050
SBER;D;210405;000000;290.8;291.48;287.07;288.78;35298970
SBER;D;210406;000000;289;289.43;281.37;281.5;77497430
SBER;D;210407;000000;281.66;284.29;278.54;283.98;74087530
SBER;D;210408;000000;284.62;286.2;282.17;283.89;51161440
SBER;D;210409;000000;283.44;283.79;280.09;281.07;40018040
SBER;D;210412;000000;278.21;285.35;278;281.75;57020860
SBER;D;210413;000000;282.9;288.2;281.14;287.95;67878750
SBER;D;210414;000000;290;291.58;286.72;287.18;58993600
SBER;D;210415;000000;281.5;285.19;280.87;283.72;87528200
SBER;D;210416;000000;285.7;289.3;284.08;288.5;63355410
SBER;D;210419;000000;287.9;289.25;286.04;287.72;51231790
SBER;D;210420;000000;288.9;290.92;286.59;287.42;63069010
SBER;D;210421;000000;288.04;290.2;287.06;289.25;49661560
SBER;D;210422;000000;289.04;294.67;286.93;292.18;73621930
SBER;D;210423;000000;293.16;294.2;290.78;293.19;42551750
SBER;D;210426;000000;294.3;296.48;293.1;295.27;45676020
SBER;D;210427;000000;295.74;300.25;295.61;298.5;62822260
SBER;D;210428;000000;298.84;299.26;295.89;298.49;40549200
SBER;D;210429;000000;301.05;301.84;294.79;297.1;56771630
SBER;D;210430;000000;296.92;298.1;295.03;297.73;35662800
SBER;D;210504;000000;298.7;304.23;298.2;303.7;60366580
SBER;D;210505;000000;304.01;306.03;302.71;305.99;41550150
SBER;D;210506;000000;306.29;314.98;306.25;314.72;62553900
SBER;D;210507;000000;316.01;319.16;315.48;317.94;56349650
SBER;D;210510;000000;318.27;320.19;314.31;320.19;59207110
SBER;D;210511;000000;303.05;309.48;301;307.16;79006340
SBER;D;210512;000000;307.4;309.24;302;302.02;56079760
SBER;D;210513;000000;302.15;306.86;299.33;306.74;57632810
SBER;D;210514;000000;308.2;308.24;302.33;304.1;26784400
SBER;D;210517;000000;303.5;305.24;301.01;303.94;28344110
SBER;D;210518;000000;305.04;306.62;303.33;305.78;35434660
SBER;D;210519;000000;304.38;304.88;295.1;297;71633830
SBER;D;210520;000000;297.94;298.37;293;296.72;58479500
SBER;D;210521;000000;296.82;302.98;294.9;301.23;51370530
SBER;D;210524;000000;302.05;304.75;299.59;300.7;30764260
SBER;D;210525;000000;301.78;307.4;301.57;306.8;37526860
SBER;D;210526;000000;307.81;309.5;305.33;307.01;35255410
SBER;D;210527;000000;306.39;313.9;305.72;312.72;70727920
SBER;D;210528;000000;313.3;314;309.06;309.56;35412970
SBER;D;210531;000000;309.3;312.6;308.82;310.79;23651780
SBER;D;210601;000000;312.6;314.17;310.03;311.6;37510420
SBER;D;210602;000000;311.59;314;310.61;313.98;26981700
SBER;D;210603;000000;314.8;315.71;309.87;312.41;34459100
SBER;D;210604;000000;313;313;307.6;310.94;37077640
SBER;D;210607;000000;310.03;316;308.57;315.53;40149880
SBER;D;210608;000000;315.26;316.18;312.5;314.83;34909350
SBER;D;210609;000000;315.01;315.9;312.9;314.78;25115980
SBER;D;210610;000000;314.8;316.58;313.76;314.62;29201370
SBER;D;210611;000000;314.88;315.08;312.5;313;21902100
SBER;D;210614;000000;313.48;314.87;310.4;314.12;25494830
SBER;D;210615;000000;314.13;315.6;312.4;312.51;29704890
SBER;D;210616;000000;312.5;314.54;311.03;311.61;38224960
SBER;D;210617;000000;311;315.42;310.46;313.9;44164540
SBER;D;210618;000000;313.44;313.82;308.13;309.3;62327060
SBER;D;210621;000000;308.45;310.4;306.56;310.4;36086020
SBER;D;210622;000000;310.79;311.17;308.13;309.73;23511320
SBER;D;210623;000000;310.4;312;308.69;309.79;24810790
SBER;D;210624;000000;309.82;311.2;308.84;310;19708450
SBER;D;210625;000000;310.41;312.5;309.82;311.81;22588790
SBER;D;210628;000000;311.76;312.06;309.13;309.48;19409430
SBER;D;210629;000000;308.7;309.23;303.66;306.1;33868700
SBER;D;210630;000000;306.35;306.91;303.34;306.45;31492940
SBER;D;210701;000000;306.19;307.35;305;305.78;19958090
SBER;D;210702;000000;305.59;308.37;304.71;307.39;28893920
SBER;D;210705;000000;307.81;308.11;304.8;307;16481560
SBER;D;210706;000000;307.32;307.59;302.37;303.34;32667720
SBER;D;210707;000000;303.56;306.2;302.85;304.06;22612920
SBER;D;210708;000000;302.99;304.3;300.62;302.63;30696840
SBER;D;210709;000000;302.71;304.1;301.22;303.56;20523480
SBER;D;210712;000000;303.56;306.27;301.52;306.23;25280830
SBER;D;210713;000000;306.85;307.22;302.11;303;21233230
SBER;D;210714;000000;302.7;303.69;300.74;301.5;23920780
SBER;D;210715;000000;301.19;303.5;299.77;301.72;21082200
SBER;D;210716;000000;301.92;304.78;298.57;298.85;34532240
SBER;D;210719;000000;298;298.36;290.03;291.46;41244150
SBER;D;210720;000000;292.34;296.8;292.3;296.1;35564960
SBER;D;210721;000000;296.01;296.94;293.54;294.86;17526680
SBER;D;210722;000000;295.77;298.17;294.43;297.27;20319290
SBER;D;210723;000000;297.5;298.69;295.04;296.38;14959920
SBER;D;210726;000000;293.99;303.68;291.98;303.34;33887060
SBER;D;210727;000000;302.66;304.59;299.38;299.71;38559430
SBER;D;210728;000000;300.48;302.98;300;302.9;26896580
SBER;D;210729;000000;304.14;305.27;303.03;303.12;27950010
SBER;D;210730;000000;302.42;306.67;301.12;305.59;49522680
SBER;D;210802;000000;306.31;308.63;306.06;306.51;31506510
SBER;D;210803;000000;306.31;309.89;306.25;309.89;33788860
SBER;D;210804;000000;310.26;312;309.25;311.1;30666580
SBER;D;210805;000000;311.02;315.91;310.82;315.82;37290300
SBER;D;210806;000000;316.1;320;315.31;319.15;54096400
SBER;D;210809;000000;318.56;328.3;317.62;326.91;71958140
SBER;D;210810;000000;328.05;331.29;326.97;330.11;41507840
SBER;D;210811;000000;330.7;330.98;326.21;329.9;34418000
SBER;D;210812;000000;330;330.64;327.3;328.57;20985080
SBER;D;210813;000000;328.6;330.27;327.31;328.68;18758270
SBER;D;210816;000000;327.56;330.52;327.13;329.36;23916510
SBER;D;210817;000000;329;335.7;328.55;334.5;42463620
SBER;D;210818;000000;336.05;338.99;333.26;334.9;36270350
SBER;D;210819;000000;333.5;334;329.1;332.69;45936410
SBER;D;210820;000000;332.2;333.27;325.17;325.67;36352850
SBER;D;210823;000000;327.85;329.81;326.55;329.22;20539290
SBER;D;210824;000000;330.37;331.22;323.32;324.83;35650540
SBER;D;210825;000000;324.29;325.32;321.26;324.57;28071640
SBER;D;210826;000000;324.03;325.55;320.58;322.54;27463480
SBER;D;210827;000000;323.74;327.5;321.8;327.41;27792410
SBER;D;210830;000000;328.42;329.38;326.51;328.28;20356090
SBER;D;210831;000000;328.54;330.48;327.3;327.94;32440160
SBER;D;210901;000000;328.87;334.64;328.03;334.57;30671130
SBER;D;210902;000000;334.67;334.91;328.77;329;31562590
SBER;D;210903;000000;329.47;330.53;326.62;329.71;29597400
SBER;D;210906;000000;330;331.45;328.5;329.37;17467620
SBER;D;210907;000000;329.82;330.73;324.64;325.96;24443360
SBER;D;210908;000000;325.96;332.74;322.84;331.7;47818530
SBER;D;210909;000000;330.4;330.4;325.69;326.01;29884250
SBER;D;210910;000000;328.01;328.43;325.21;326.25;17390450
SBER;D;210913;000000;327.02;328.14;324.01;327.41;24349520
SBER;D;210914;000000;327.45;328.84;325.48;326.48;22491700
SBER;D;210915;000000;326.46;334.6;326.46;333.51;43810600
SBER;D;210916;000000;333.04;334.5;324.91;326.99;62479270
SBER;D;210917;000000;326.9;331.73;325.7;329.56;54120880
SBER;D;210920;000000;327.01;328.85;325;326.92;31671550
SBER;D;210921;000000;328.44;329.48;322.39;323.25;47704160
SBER;D;210922;000000;325.28;328.9;322.5;327.8;38085450
SBER;D;210923;000000;328.94;329.4;325.13;327.02;27033650
SBER;D;210924;000000;326.08;326.23;323.62;325.44;24552590
SBER;D;210927;000000;326.32;332.46;326.09;331.68;34346920
SBER;D;210928;000000;332.06;334.48;328.32;329.3;52511780
SBER;D;210929;000000;329.09;330.45;327.15;328.43;27597990
SBER;D;210930;000000;329.98;342.2;329.45;340.99;83549930
SBER;D;211001;000000;339.21;339.94;336.08;338.48;37617680
SBER;D;211004;000000;337.81;349.31;336.22;345.85;59987320
SBER;D;211005;000000;346.79;365;344.9;363.2;86810410
SBER;D;211006;000000;366;375.48;359.35;364.28;95588390
SBER;D;211007;000000;367.69;374;365.88;368.93;49466740
SBER;D;211008;000000;369.5;374.55;368;373.01;31010000
SBER;D;211011;000000;375.05;388.11;375;387.6;66555950
SBER;D;211012;000000;385.9;386.86;376.72;377.79;51365340
SBER;D;211013;000000;378.7;380.91;370.81;378.8;54668150
SBER;D;211014;000000;382.02;383.13;374.57;376.09;36290870
SBER;D;211015;000000;377.5;378.41;370.43;371.82;37276570
SBER;D;211018;000000;369.35;369.91;363.75;364.6;38112280
SBER;D;211019;000000;365.68;373.4;361.5;373.18;40008020
SBER;D;211020;000000;371.83;371.97;367.1;370.16;27515020
SBER;D;211021;000000;368.2;371.14;363.2;364.6;24461840
SBER;D;211022;000000;364.06;370.39;362.37;364.37;26322460
SBER;D;211025;000000;366.19;371.7;361.68;369.99;35623260
SBER;D;211026;000000;369.89;374.63;365.66;372.16;41746810
SBER;D;211027;000000;371;374;366.51;371.36;36305740
SBER;D;211028;000000;370.5;374.92;362.32;365.36;53785930
SBER;D;211029;000000;364.33;364.33;352.68;356.14;53476690
SBER;D;211101;000000;356.14;371.47;356.14;370.96;55120560
SBER;D;211102;000000;370.98;374;367.2;370.7;37697650
SBER;D;211103;000000;370;370.5;365.03;370.13;30833580
SBER;D;211105;000000;366.98;367.56;358.5;360.21;39012570
SBER;D;211108;000000;362.59;363.97;355.6;358.39;39658600
SBER;D;211109;000000;358.41;364.58;355.6;357.44;41687090
SBER;D;211110;000000;356.68;358.8;348;348.65;46528570
SBER;D;211111;000000;350.14;357.89;347.22;356.24;42860130
SBER;D;211112;000000;356.24;356.37;339.68;347.59;100664120
SBER;D;211115;000000;348.67;352.8;342.76;344.39;59812240
SBER;D;211116;000000;345.91;346.47;336.01;337.91;61959550
SBER;D;211117;000000;338;343.57;336.6;339.89;49464380
SBER;D;211118;000000;338.9;343.12;333.5;336.93;47108510
SBER;D;211119;000000;339.37;339.99;325.7;327.56;66943180
SBER;D;211122;000000;326.03;326.39;306.67;309.15;144324090
SBER;D;211123;000000;306.28;327.01;300.1;326.84;144820750
SBER;D;211124;000000;328;329.97;317.35;321.22;77871110
SBER;D;211125;000000;322.37;322.96;316.11;317.29;44048010
SBER;D;211126;000000;307.13;312;303.22;304.42;90384610
SBER;D;211129;000000;311.14;322.15;309.42;316.57;82133140
SBER;D;211130;000000;311;318.58;310.09;315;98128940
SBER;D;211201;000000;321.35;329.44;319.51;324.4;69783520
SBER;D;211202;000000;325.21;329;320.54;326.8;61404320
SBER;D;211203;000000;327.6;328.95;318.4;320.66;43075790
SBER;D;211206;000000;322;324.16;304.18;307.5;99674420
SBER;D;211207;000000;307.5;313.03;300.5;309.79;154149090
SBER;D;211208;000000;310.97;316.88;291.57;296.95;241030570
SBER;D;211209;000000;297.49;304.94;292.5;300.4;133927110
SBER;D;211210;000000;300.41;304.28;294.43;297.44;82043690
SBER;D;211213;000000;298.28;300.99;280.08;280.64;146306320
SBER;D;211214;000000;280.21;286.09;261.5;284.9;176473700
SBER;D;211215;000000;285;287.79;279.44;286.65;87516430
SBER;D;211216;000000;287.75;298.7;286.2;295.89;134776020
SBER;D;211217;000000;295;296.73;291.61;294.9;109764650
SBER;D;211220;000000;293.11;293.11;285.63;288.4;79622500
SBER;D;211221;000000;289.8;293.4;286.76;291.7;64919700
SBER;D;211222;000000;291.83;297.23;289.23;294;63855050
SBER;D;211223;000000;294.68;298.1;291.26;292.8;55531330
SBER;D;211224;000000;293;294.18;289;293.89;37669750
SBER;D;211227;000000;294.79;296;293.37;295.68;35728530
SBER;D;211228;000000;295.84;297.55;294.18;295;37853360
SBER;D;211229;000000;295.05;295.55;291.33;293.51;37668260
SBER;D;211230;000000;293.61;294.89;291.52;293.49;42566850
SBER;D;220103;000000;295.9;305.5;294.34;305.47;50156260
SBER;D;220104;000000;305.51;310.1;301.63;304.24;53268220
SBER;D;220105;000000;303.56;304.26;287;287.01;70015940
SBER;D;220106;000000;286.86;295.1;281;293.92;79329410
SBER;D;220110;000000;295.53;298.88;288.68;291.69;67393720
SBER;D;220111;000000;292.93;293.94;288.71;291.88;58894910
SBER;D;220112;000000;292.5;292.92;285.05;290.4;81815210
SBER;D;220113;000000;289.69;290.37;269.9;272.5;211547650
SBER;D;220114;000000;272.39;277.98;249.2;261;406232780
SBER;D;220117;000000;262.2;264.01;247;257.78;248613210
SBER;D;220118;000000;258.8;259.39;228.09;234.7;484049150
SBER;D;220119;000000;232.89;249;221.03;244.86;360884470
SBER;D;220120;000000;244.12;263;240.01;254.61;329059220
SBER;D;220121;000000;252.98;259.08;246;246.9;295614320
SBER;D;220124;000000;246.51;249.88;226;236.97;325615680
SBER;D;220125;000000;236.99;243.55;231;239.59;232503340
SBER;D;220126;000000;240.06;245.17;233.3;236.9;224800440
SBER;D;220127;000000;234.99;260;233.1;254.29;301187890
SBER;D;220128;000000;255.86;262;252.02;257.82;204153960
SBER;D;220131;000000;258.88;269.6;258.81;269.42;156087540
SBER;D;220201;000000;269.71;273.1;260.56;264.7;170357700
SBER;D;220202;000000;265.8;266.91;254.52;261;170198890
SBER;D;220203;000000;258.45;259.87;250.06;250.79;151127560
SBER;D;220204;000000;251.99;259.74;251.91;256.53;126990670
SBER;D;220207;000000;257;260.53;253.52;257.61;85547520
SBER;D;220208;000000;257.61;269.9;256.52;269.8;161498400
SBER;D;220209;000000;270.01;279.71;270;279.09;193232800
SBER;D;220210;000000;279.21;282.3;273.67;275.2;180119880
SBER;D;220211;000000;274.88;275.87;259.61;260.83;213783420
SBER;D;220214;000000;256.69;259.5;245.1;256.7;357398630
SBER;D;220215;000000;257.6;274;257.51;274;271473810
SBER;D;220216;000000;276.88;281;274.15;277.78;195684110
SBER;D;220217;000000;277;277;259.36;260.58;262060710
SBER;D;220218;000000;262.14;267;245;250.28;270538090
SBER;D;220221;000000;249.12;258.32;184.3;201;1084339130
SBER;D;220222;000000;198.72;219.9;182.03;208.53;945941710
SBER;D;220224;000000;186.58;187.54;89.59;132.18;828329350
SBER;D;220225;000000;123.75;152.89;115.11;131.12;396287150
SBER;D;220324;000000;131;156.2;130.15;136.24;153705270
SBER;D;220325;000000;137.1;147;128.2;131.5;57307510
SBER;D;220328;000000;130.6;131.47;125;125;32756540
SBER;D;220329;000000;126.19;137.57;122;128.77;72242360
SBER;D;220330;000000;136.5;138.4;131.11;134.6;35411460
SBER;D;220331;000000;135.2;147.41;134.52;143.69;118239240
SBER;D;220401;000000;144.99;155.4;144.51;154.5;118603620
SBER;D;220404;000000;158.76;166.88;150.2;166;115516920
SBER;D;220405;000000;169.83;169.9;147.76;154.1;130008010
SBER;D;220406;000000;143.52;153.3;140.65;141.6;108343440
SBER;D;220407;000000;143.2;149.9;142.5;147.5;58520280
SBER;D;220408;000000;149.01;151;141.06;143.72;48314240
SBER;D;220411;000000;144.12;146.98;138.5;138.69;47482340
SBER;D;220412;000000;138.84;140.1;130.35;135.38;75342120
SBER;D;220413;000000;136.78;138.14;132.72;135.5;38947640
SBER;D;220414;000000;135.7;135.89;129.05;129.05;44206040
SBER;D;220415;000000;128.55;131.72;125.12;130.88;46693490
SBER;D;220418;000000;131.45;132.68;123.7;123.85;58331430
SBER;D;220419;000000;123.85;123.85;115.36;120.3;79797640
SBER;D;220420;000000;120.9;125.44;117.51;121.5;66509740
SBER;D;220421;000000;121.97;123.05;117.85;118.65;40607300
SBER;D;220422;000000;118.69;122.32;115.55;116.97;57392470
SBER;D;220425;000000;115.95;116.4;111.5;111.9;45714280
SBER;D;220426;000000;112.58;124.92;111.9;122.36;83480680
SBER;D;220427;000000;123.01;131.73;120.6;131.11;115400220
SBER;D;220428;000000;132.14;134.5;123.05;123.85;123344490
SBER;D;220429;000000;123.6;130;122.8;128.8;87296290
SBER;D;220504;000000;129.1;131.5;122.5;123.2;67177440
SBER;D;220505;000000;124.21;125.54;122.75;124.8;42303350
SBER;D;220506;000000;124.74;124.99;121.52;123.1;30558900
SBER;D;220511;000000;123.01;126.05;121.86;123.34;32776680
SBER;D;220512;000000;123.1;123.74;118.05;119.15;30817890
SBER;D;220513;000000;120.45;121.59;118.2;120.2;22762650
SBER;D;220516;000000;120.7;123.5;119.5;123.41;34889180
SBER;D;220517;000000;124.01;127.78;123.65;127.75;41838840
SBER;D;220518;000000;128.2;131.3;125;125.12;55422410
SBER;D;220519;000000;125.31;126.86;123.21;125.6;34146310
SBER;D;220520;000000;126.07;127;121.05;122.2;39225870
SBER;D;220523;000000;121.51;122.5;118.9;119.46;37711030
SBER;D;220524;000000;119.45;125;117.1;123.6;45091260
SBER;D;220525;000000;124.12;125.5;120.5;124.15;53466830
SBER;D;220526;000000;124.81;125.99;122;123;51897210
SBER;D;220527;000000;123.1;123.5;120.9;121.22;32523920
SBER;D;220530;000000;121.6;123;120.21;120.67;24894090
SBER;D;220531;000000;120;120;117.62;118.3;29907440
SBER;D;220601;000000;117.5;122.69;117;121.97;43722390
SBER;D;220602;000000;121.9;122.39;118.5;119;42732340
SBER;D;220603;000000;119.29;120.16;117.18;119.21;34298730
SBER;D;220606;000000;119.36;120.35;118.29;118.78;22191350
SBER;D;220607;000000;118.65;118.9;117.32;118.32;22238300
SBER;D;220608;000000;118.5;122.19;118.4;119.9;41488860
SBER;D;220609;000000;120.06;120.2;117.7;118.2;29343850
SBER;D;220610;000000;118.03;119.55;117.73;118.07;25343510
SBER;D;220614;000000;118.04;119.88;115.8;118.98;37579410
SBER;D;220615;000000;119.4;121.71;118.71;121.14;52145030
SBER;D;220616;000000;121.5;123.73;120.41;123.73;47892000
SBER;D;220617;000000;123.9;125.18;123.11;123.88;36503100
SBER;D;220620;000000;124.05;131.5;123.6;131.29;65637580
SBER;D;220621;000000;131.98;133.49;127.11;129.1;75189920
SBER;D;220622;000000;127.88;133.21;126.03;133.11;67693510
SBER;D;220623;000000;133.82;138.4;131.5;136.85;107981870
SBER;D;220624;000000;137.19;138.3;135.21;137.76;45185200
SBER;D;220627;000000;137.7;141.77;136.77;141.15;69806790
SBER;D;220628;000000;141.76;142.35;138.5;139.99;54771750
SBER;D;220629;000000;139.81;139.89;132.75;132.8;55124090
SBER;D;220630;000000;132.5;135.44;123.55;125.2;91333370
SBER;D;220701;000000;124.5;132;122.5;129.91;60560280
SBER;D;220704;000000;129.1;132.8;127.16;131.43;47772880
SBER;D;220705;000000;132;135.7;131.43;133.5;51576470
SBER;D;220706;000000;133.43;137.1;132.5;134;47025990
SBER;D;220707;000000;134.1;135.2;131.22;133.09;42980870
SBER;D;220708;000000;133.16;133.98;130.9;133.3;27594700
SBER;D;220711;000000;132.75;133.9;126.42;126.8;53657260
SBER;D;220712;000000;126.6;129.35;124.2;129;57174340
SBER;D;220713;000000;129.6;129.95;125.36;126;45871190
SBER;D;220714;000000;125.95;128;124.61;125.9;41631700
SBER;D;220715;000000;126.2;129.44;125.27;128.9;44919840
SBER;D;220718;000000;130;130.64;127.25;128.11;35315600
SBER;D;220719;000000;128;128.11;125.51;127.76;32335000
SBER;D;220720;000000;128.12;129.2;126.16;126.44;34673960
SBER;D;220721;000000;126.4;126.83;122.24;125.48;53582090
SBER;D;220722;000000;125.52;129.1;125.03;128.82;46422190
SBER;D;220725;000000;128.93;132;127.24;131.45;55831830
SBER;D;220726;000000;132.04;133.9;131;132.9;50300050
SBER;D;220727;000000;132.9;134.79;131.62;132.5;42456260
SBER;D;220728;000000;133.01;133.49;130.1;131.72;40042950
SBER;D;220729;000000;131.69;132.75;130.31;131.9;27767320
SBER;D;220801;000000;131.77;131.77;127.34;127.34;44231460
SBER;D;220802;000000;126.6;128.44;125.6;127.53;43884150
SBER;D;220803;000000;128.06;129.15;126.27;126.85;30874750
SBER;D;220804;000000;126.94;128.13;126.16;126.95;19529260
SBER;D;220805;000000;127.5;127.58;122.24;122.4;61105370
SBER;D;220808;000000;126.14;127.38;123.51;123.81;52606720
SBER;D;220809;000000;123.9;126.5;122.3;126.4;37895140
SBER;D;220810;000000;126.25;127.29;124.87;126.2;31865110
SBER;D;220811;000000;126.88;126.97;123.07;123.45;30717890
SBER;D;220812;000000;123.48;124.98;122.6;124.88;27133850
SBER;D;220815;000000;124.6;125.7;123.28;125;25301550
SBER;D;220816;000000;125.17;126.86;124.53;126.39;27210450
SBER;D;220817;000000;126.57;127.44;124.5;124.5;32862470
SBER;D;220818;000000;124.39;126.5;123.92;126.3;25365910
SBER;D;220819;000000;126.35;126.36;124.72;125.2;18581110
SBER;D;220822;000000;125.08;126.69;124.7;126.06;24420350
SBER;D;220823;000000;126.06;130.49;126.01;130.38;65383170
SBER;D;220824;000000;130.6;131.64;127.85;128.15;45722080
SBER;D;220825;000000;128.18;129.81;127.1;128.18;35847360
SBER;D;220826;000000;128.14;130.5;127.62;130.4;32857860
SBER;D;220829;000000;130.12;131.4;129.52;131.17;40725660
SBER;D;220830;000000;131.2;132.6;129.65;130.05;50972000
SBER;D;220831;000000;132.3;138.34;131.5;134.25;106571380
SBER;D;220901;000000;133.98;138.22;132.02;138.2;54786340
SBER;D;220902;000000;138.75;144.9;136.22;143.8;136591640
SBER;D;220905;000000;143.48;145.1;139.11;141;87387950
SBER;D;220906;000000;140.9;141.07;135.22;137.23;86562180
SBER;D;220907;000000;136.96;139.19;135.41;136.86;60616830
SBER;D;220908;000000;136.68;137.4;134;134.51;57655660
SBER;D;220909;000000;134.45;138.47;134.23;138.15;48925660
SBER;D;220912;000000;137.12;140.37;136.8;138.7;52455460
SBER;D;220913;000000;138.71;139.37;136.15;137;44533690
SBER;D;220914;000000;136.7;139.29;135.2;138.9;62768230
SBER;D;220915;000000;139.15;140.28;137.61;139.48;56215930
SBER;D;220916;000000;139.38;141.39;136.8;137.73;71732740
SBER;D;220919;000000;137.45;139.08;137.07;138.04;33202580
SBER;D;220920;000000;137.86;138.35;122.42;125.1;208908480
SBER;D;220921;000000;112.5;123.98;109.27;120.23;134746110
SBER;D;220922;000000;120.35;126.95;120.35;124.31;117343820
SBER;D;220923;000000;124.45;124.5;117.35;119.39;85382140
SBER;D;220926;000000;114.99;117.99;105;107.06;147877290
SBER;D;220927;000000;110;113.89;107.07;112.92;90733010
SBER;D;220928;000000;112;115.2;109.13;111.06;77869660
SBER;D;220929;000000;111.59;112.2;107.68;110.41;67451840
SBER;D;220930;000000;110.9;113.4;103.4;110.21;133531450
SBER;D;221003;000000;110.67;114.65;109;114.35;73873990
SBER;D;221004;000000;115.05;115.5;110.3;110.55;83422320
SBER;D;221005;000000;110.46;110.49;106.25;108.51;90327920
SBER;D;221006;000000;108.65;110.38;107.57;108.24;51634990
SBER;D;221007;000000;107.72;108.48;101.3;101.5;90940030
SBER;D;221010;000000;96.55;106.77;96.5;106.71;116896490
SBER;D;221011;000000;106.55;108.3;104.26;107.72;76867120
SBER;D;221012;000000;108.27;108.5;105.25;105.9;63331750
SBER;D;221013;000000;105.7;107.3;104.8;106.5;46813160
SBER;D;221014;000000;106.93;109.19;105.69;107.78;52538120
SBER;D;221017;000000;107.99;112.76;107.65;112.44;78420110
SBER;D;221018;000000;113.05;114.37;110.48;110.88;101627180
SBER;D;221019;000000;110.2;112.93;109.3;112.39;90574840
SBER;D;221020;000000;112.76;117.2;112.37;116.98;100612540
SBER;D;221021;000000;116.93;119.94;114.37;119.45;102297020
SBER;D;221024;000000;120.15;121.68;117.65;118.8;74327210
SBER;D;221025;000000;118.86;125.2;118.3;124.36;114126120
SBER;D;221026;000000;124.71;126.88;122.1;124.43;108350490
SBER;D;221027;000000;124.75;127.5;123.68;126.61;87825200
SBER;D;221028;000000;126.13;127.25;124.6;126.97;73494940
SBER;D;221031;000000;127.2;128.6;125.41;126.72;60649080
SBER;D;221101;000000;127.23;127.97;126.12;127.05;36720430
SBER;D;221102;000000;127.05;127.74;123.75;125.49;40156380
SBER;D;221103;000000;125.39;126.1;123.91;125.75;47535720
SBER;D;221107;000000;127.02;132;126.5;132;91496790
SBER;D;221108;000000;131.99;133.11;130.1;131.29;69371580
SBER;D;221109;000000;131.06;131.47;126.42;127.3;64832870
SBER;D;221110;000000;131.02;136.69;129.77;136.68;170890500
SBER;D;221111;000000;137.71;138.42;135.13;136.98;75278900
SBER;D;221114;000000;137.41;140.7;135.83;139.8;82383460
SBER;D;221115;000000;140.4;141;130.86;135.66;145273030
SBER;D;221116;000000;136.99;139.73;136.32;139.18;66816110
SBER;D;221117;000000;139.11;140.35;136.6;137.57;59085810
SBER;D;221118;000000;137.1;137.81;135.84;136.89;44009880
SBER;D;221121;000000;136.01;136.3;132.51;134.46;83395500
SBER;D;221122;000000;134.55;136;133.81;135.65;45774100
SBER;D;221123;000000;135.7;137.55;134.5;136.59;52259060
SBER;D;221124;000000;137;138.41;136.12;136.61;42319840
SBER;D;221125;000000;137.2;137.24;135.41;136.53;29248180
SBER;D;221128;000000;135.01;136.2;134.1;135.53;45047440
SBER;D;221129;000000;136.29;137.2;135.88;136.37;31503750
SBER;D;221130;000000;136.51;136.78;135.23;136.78;26797760
SBER;D;221201;000000;137.11;137.95;136.31;137.15;32859350
SBER;D;221202;000000;136.98;137.1;136.17;136.66;19212600
SBER;D;221205;000000;136.66;142.68;136.25;142;103887240
SBER;D;221206;000000;142.2;143.37;139.11;140.61;51734090
SBER;D;221207;000000;140.5;142.81;138.36;142.32;69817930
SBER;D;221208;000000;143.5;143.6;139.8;139.92;63554380
SBER;D;221209;000000;139.7;140.7;139.24;140.03;29390220
SBER;D;221212;000000;140.19;140.87;138.7;139.48;33347970
SBER;D;221213;000000;139.65;139.93;136.67;138.13;52159500
SBER;D;221214;000000;138.25;138.25;136.6;137.3;34031240
SBER;D;221215;000000;136.97;137.08;134.3;134.55;54698540
SBER;D;221216;000000;134.5;136.09;134.13;135.45;32731270
SBER;D;221219;000000;135.13;136.73;132.86;134.64;58784640
SBER;D;221220;000000;134.51;138.4;134.41;138.28;44987710
SBER;D;221221;000000;138.7;139.12;135.81;137.75;45361520
SBER;D;221222;000000;137.99;138.97;137;137.69;30488490
SBER;D;221223;000000;137.49;138.26;136.81;137.94;22816280
SBER;D;221226;000000;138.34;141;138;140.95;49323760
SBER;D;221227;000000;141.31;142;139.6;139.9;41507480
SBER;D;221228;000000;139.79;140.4;138.6;139.51;27937090
SBER;D;221229;000000;139.5;141.65;139.22;140.96;32029570
SBER;D;221230;000000;140.84;141.48;140.13;141.15;28072880
SBER;D;230103;000000;141.6;143.25;141.56;141.78;21027110
SBER;D;230104;000000;141.84;142.28;140.75;141.43;17094250
SBER;D;230105;000000;141.6;141.84;140.54;141.27;17236330
SBER;D;230106;000000;141.35;141.62;140.9;141.4;10647380
SBER;D;230109;000000;141.84;142.99;141.65;142.4;31314900
SBER;D;230110;000000;142.11;142.85;141.31;142.81;23691190
SBER;D;230111;000000;142.97;149.98;142.87;149.96;123046960
SBER;D;230112;000000;150.05;150.79;148.39;149.3;46557290
SBER;D;230113;000000;149.57;153.28;147.71;151.69;88460580
SBER;D;230116;000000;152.85;154;151.88;153.71;51527810
SBER;D;230117;000000;153.97;154.31;150.01;150.45;84226560
SBER;D;230118;000000;150.4;153;149.41;151.47;67364580
SBER;D;230119;000000;151.2;152.85;148.56;149.34;66640910
SBER;D;230120;000000;149.7;151.4;148.64;151.38;44165570
